Subject,Sex,Age,Group,Running,Sample,Cue,Target,Acc,RT,Resp,Condition,WordType
7,male,18,Recognition,Meaning,15,contumacious,rebellious,0,8921,continuation,NA,NA
7,male,18,Recognition,PracticeFirstWord,1,gadoid,fish,0,4805,roid,NA,NA
7,male,18,Recognition,PracticeFirstWord,2,zamindar,landlord,0,7547,egypt,NA,NA
7,male,18,Recognition,PracticeFirstWord,3,desman,mole,0,6152,thomas,NA,NA
7,male,18,Recognition,First Word,1,subsecive,spare,0,3958,decive,NA,NA
7,male,18,Recognition,First Word,2,inchoate,undeveloped,0,7347,chocolate,NA,NA
7,male,18,Recognition,First Word,3,mendicant,beggar,0,7176,medical,NA,NA
7,male,18,Recognition,First Word,4,rebarbative,repellent,0,9808,eloquent,NA,NA
7,male,18,Recognition,First Word,5,lassitude,tiredness,0,7717,lassie,NA,NA
7,male,18,Recognition,First Word,6,imprecation,curse,0,7306,variable,NA,NA
7,male,18,Recognition,First Word,7,recondite,hidden,0,6847,reconcile,NA,NA
7,male,18,Recognition,First Word,8,recreant,surrendering,0,4897,miscreant,NA,NA
7,male,18,Recognition,First Word,9,esculent,edible,0,4540,dress,NA,NA
7,male,18,Recognition,First Word,10,sprauncy,smart,0,3919,dancing,NA,NA
7,male,18,Recognition,First Word,11,descry,discover,0,3078,loud,NA,NA
7,male,18,Recognition,First Word,12,stentorian,loud,0,3566,robot,NA,NA
7,male,18,Recognition,First Word,13,orotund,pompous,0,7224,round,NA,NA
7,male,18,Recognition,First Word,14,stolid,unemotional,0,3925,rich,NA,NA
7,male,18,Recognition,First Word,15,abjure,reject,0,5531,jury,NA,NA
7,male,18,Recognition,PracticeStudy,1,droze,drip,NA,NA,NA,NA,NA
7,male,18,Recognition,PracticeStudy,2,achene,fruit,NA,NA,NA,NA,NA
7,male,18,Recognition,PracticeStudy,3,tantivy,quick,NA,NA,NA,NA,NA
7,male,18,Recognition,Study,1,sodality,fellowship,NA,NA,NA,NA,NA
7,male,18,Recognition,Study,2,perpend,consider,NA,NA,NA,NA,NA
7,male,18,Recognition,Study,3,roil,billow,NA,NA,NA,NA,NA
7,male,18,Recognition,Study,4,burgeon,flourish,NA,NA,NA,NA,NA
7,male,18,Recognition,Study,5,objurgate,rebuke,NA,NA,NA,NA,NA
7,male,18,Recognition,Study,6,immolate,sacrifice,NA,NA,NA,NA,NA
7,male,18,Recognition,Study,7,threnody,lament,NA,NA,NA,NA,NA
7,male,18,Recognition,Study,8,roke,mist,NA,NA,NA,NA,NA
7,male,18,Recognition,Study,9,tyro,beginner,NA,NA,NA,NA,NA
7,male,18,Recognition,Study,10,plangent,noisy,NA,NA,NA,NA,NA
7,male,18,Recognition,Study,11,subdolous,crafty,NA,NA,NA,NA,NA
7,male,18,Recognition,Study,12,limpid,clear,NA,NA,NA,NA,NA
7,male,18,Recognition,Study,13,everse,overthrow,NA,NA,NA,NA,NA
7,male,18,Recognition,Study,14,inimical,hostile,NA,NA,NA,NA,NA
7,male,18,Recognition,Study,15,picaroon,cheat,NA,NA,NA,NA,NA
7,male,18,Recognition,RecognitionPractice,1,achene,NA,1,3127,NA,Study,Cue
7,male,18,Recognition,RecognitionPractice,2,mole,NA,1,1863,NA,firstword,Target
7,male,18,Recognition,RecognitionPractice,3,fruit,NA,1,1225,NA,Study,Target
7,male,18,Recognition,RecognitionPractice,4,horrible,NA,1,1997,NA,meaning,Target
7,male,18,Recognition,RecognitionPractice,5,gadoid,NA,1,1319,NA,firstword,Cue
7,male,18,Recognition,RecognitionPractice,6,zamindar,NA,1,1431,NA,firstword,Cue
7,male,18,Recognition,Recognition,1,inchoate,NA,1,2523,NA,First Word,Cue
7,male,18,Recognition,Recognition,2,tyro,NA,1,2033,NA,Study,Cue
7,male,18,Recognition,Recognition,3,stolid,NA,1,2671,NA,First Word,Cue
7,male,18,Recognition,Recognition,4,perpend,NA,0,3604,NA,Study,Cue
7,male,18,Recognition,Recognition,5,tube,NA,1,1339,NA,Foil,Target
7,male,18,Recognition,Recognition,6,instil,NA,1,1689,NA,Meaning,Target
7,male,18,Recognition,Recognition,7,beginner,NA,0,2297,NA,Study,Target
7,male,18,Recognition,Recognition,8,rebellious,NA,1,1588,NA,Meaning,Target
7,male,18,Recognition,Recognition,9,tribute,NA,0,3806,NA,Meaning,Target
7,male,18,Recognition,Recognition,10,stentorian,NA,1,2171,NA,First Word,Cue
7,male,18,Recognition,Recognition,11,spare,NA,1,5786,NA,First Word,Target
7,male,18,Recognition,Recognition,12,unmanageable,NA,1,2286,NA,Meaning,Target
7,male,18,Recognition,Recognition,13,roke,NA,1,3080,NA,Study,Cue
7,male,18,Recognition,Recognition,14,minatory,NA,1,3492,NA,Foil,Cue
7,male,18,Recognition,Recognition,15,orotund,NA,1,2061,NA,First Word,Cue
7,male,18,Recognition,Recognition,16,edible,NA,1,5795,NA,First Word,Target
7,male,18,Recognition,Recognition,17,stanchion,NA,1,2888,NA,Meaning,Cue
7,male,18,Recognition,Recognition,18,picaroon,NA,1,1520,NA,Study,Cue
7,male,18,Recognition,Recognition,19,resistant,NA,1,3261,NA,Foil,Target
7,male,18,Recognition,Recognition,20,moralising,NA,0,4540,NA,Meaning,Target
7,male,18,Recognition,Recognition,21,surrendering,NA,1,4573,NA,First Word,Target
7,male,18,Recognition,Recognition,22,valinch,NA,1,3121,NA,Foil,Cue
7,male,18,Recognition,Recognition,23,burgeon,NA,0,1929,NA,Study,Cue
7,male,18,Recognition,Recognition,24,fussy,NA,1,1642,NA,Meaning,Target
7,male,18,Recognition,Recognition,25,limpid,NA,1,2813,NA,Study,Cue
7,male,18,Recognition,Recognition,26,sodality,NA,0,4384,NA,Study,Cue
7,male,18,Recognition,Recognition,27,sprauncy,NA,0,2805,NA,First Word,Cue
7,male,18,Recognition,Recognition,28,reject,NA,1,1895,NA,First Word,Target
7,male,18,Recognition,Recognition,29,objurgate,NA,1,1945,NA,Study,Cue
7,male,18,Recognition,Recognition,30,withdraw,NA,1,3561,NA,Foil,Target
7,male,18,Recognition,Recognition,31,noisy,NA,1,1621,NA,Study,Target
7,male,18,Recognition,Recognition,32,crafty,NA,1,2964,NA,Study,Target
7,male,18,Recognition,Recognition,33,peculate,NA,0,5581,NA,Foil,Cue
7,male,18,Recognition,Recognition,34,compendious,NA,1,1938,NA,Foil,Cue
7,male,18,Recognition,Recognition,35,unemotional,NA,1,2474,NA,First Word,Target
7,male,18,Recognition,Recognition,36,hidden,NA,1,1160,NA,First Word,Target
7,male,18,Recognition,Recognition,37,gossamer,NA,1,2036,NA,Foil,Cue
7,male,18,Recognition,Recognition,38,pompous,NA,1,2319,NA,First Word,Target
7,male,18,Recognition,Recognition,39,slake,NA,1,4225,NA,Foil,Cue
7,male,18,Recognition,Recognition,40,curse,NA,1,1314,NA,First Word,Target
7,male,18,Recognition,Recognition,41,surquedry,NA,1,2206,NA,Meaning,Cue
7,male,18,Recognition,Recognition,42,recreant,NA,1,1726,NA,First Word,Cue
7,male,18,Recognition,Recognition,43,fellowship,NA,1,1293,NA,Study,Target
7,male,18,Recognition,Recognition,44,inculcate,NA,1,1917,NA,Meaning,Cue
7,male,18,Recognition,Recognition,45,opprobrium,NA,0,2624,NA,Meaning,Cue
7,male,18,Recognition,Recognition,46,rebarbative,NA,0,2215,NA,First Word,Cue
7,male,18,Recognition,Recognition,47,imprison,NA,1,1681,NA,Foil,Target
7,male,18,Recognition,Recognition,48,support,NA,0,8772,NA,Meaning,Target
7,male,18,Recognition,Recognition,49,loud,NA,1,1713,NA,First Word,Target
7,male,18,Recognition,Recognition,50,recondite,NA,1,6403,NA,First Word,Cue
7,male,18,Recognition,Recognition,51,subvention,NA,1,2064,NA,Foil,Cue
7,male,18,Recognition,Recognition,52,esculent,NA,0,7498,NA,First Word,Cue
7,male,18,Recognition,Recognition,53,dislocation,NA,1,1604,NA,Foil,Target
7,male,18,Recognition,Recognition,54,hostile,NA,1,3627,NA,Study,Target
7,male,18,Recognition,Recognition,55,roil,NA,1,1379,NA,Study,Cue
7,male,18,Recognition,Recognition,56,lassitude,NA,0,3719,NA,First Word,Cue
7,male,18,Recognition,Recognition,57,discover,NA,1,1716,NA,First Word,Target
7,male,18,Recognition,Recognition,58,flimsy,NA,1,3377,NA,Foil,Target
7,male,18,Recognition,Recognition,59,leaf,NA,1,1505,NA,Meaning,Target
7,male,18,Recognition,Recognition,60,blandish,NA,0,5013,NA,Foil,Cue
7,male,18,Recognition,Recognition,61,encomium,NA,1,5802,NA,Meaning,Cue
7,male,18,Recognition,Recognition,62,smart,NA,1,847,NA,First Word,Target
7,male,18,Recognition,Recognition,63,overthrow,NA,1,981,NA,Study,Target
7,male,18,Recognition,Recognition,64,shining,NA,0,3792,NA,Meaning,Target
7,male,18,Recognition,Recognition,65,plunder,NA,0,2743,NA,Meaning,Target
7,male,18,Recognition,Recognition,66,subdolous,NA,1,5301,NA,Study,Cue
7,male,18,Recognition,Recognition,67,tiredness,NA,1,1236,NA,First Word,Target
7,male,18,Recognition,Recognition,68,consider,NA,1,2494,NA,Study,Target
7,male,18,Recognition,Recognition,69,renitent,NA,1,5241,NA,Foil,Cue
7,male,18,Recognition,Recognition,70,lament,NA,1,1725,NA,Study,Target
7,male,18,Recognition,Recognition,71,abjure,NA,1,3142,NA,First Word,Cue
7,male,18,Recognition,Recognition,72,spoliate,NA,1,1725,NA,Meaning,Cue
7,male,18,Recognition,Recognition,73,sacrifice,NA,1,3170,NA,Study,Target
7,male,18,Recognition,Recognition,74,intractable,NA,1,2553,NA,Meaning,Cue
7,male,18,Recognition,Recognition,75,clear,NA,1,2425,NA,Study,Target
7,male,18,Recognition,Recognition,76,flourish,NA,1,1437,NA,Study,Target
7,male,18,Recognition,Recognition,77,spoffish,NA,1,1350,NA,Meaning,Cue
7,male,18,Recognition,Recognition,78,billow,NA,1,2259,NA,Study,Target
7,male,18,Recognition,Recognition,79,undeveloped,NA,0,3221,NA,First Word,Target
7,male,18,Recognition,Recognition,80,plangent,NA,1,1721,NA,Study,Cue
7,male,18,Recognition,Recognition,81,superate,NA,1,3709,NA,Foil,Cue
7,male,18,Recognition,Recognition,82,inimical,NA,1,1781,NA,Study,Cue
7,male,18,Recognition,Recognition,83,effulgent,NA,1,1909,NA,Meaning,Cue
7,male,18,Recognition,Recognition,84,beggar,NA,1,904,NA,First Word,Target
7,male,18,Recognition,Recognition,85,cheat,NA,1,3672,NA,Study,Target
7,male,18,Recognition,Recognition,86,disgrace,NA,0,3654,NA,Meaning,Target
7,male,18,Recognition,Recognition,87,grant,NA,1,1652,NA,Foil,Target
7,male,18,Recognition,Recognition,88,subluxation,NA,1,4131,NA,Foil,Cue
7,male,18,Recognition,Recognition,89,flatter,NA,1,1387,NA,Foil,Target
7,male,18,Recognition,Recognition,90,concise,NA,0,2172,NA,Foil,Target
7,male,18,Recognition,Recognition,91,interstice,NA,1,4392,NA,Foil,Cue
7,male,18,Recognition,Recognition,92,threnody,NA,1,2086,NA,Study,Cue
7,male,18,Recognition,Recognition,93,rebuke,NA,1,1285,NA,Study,Target
7,male,18,Recognition,Recognition,94,contumacious,NA,0,3570,NA,Meaning,Cue
7,male,18,Recognition,Recognition,95,everse,NA,0,4908,NA,Study,Cue
7,male,18,Recognition,Recognition,96,trammel,NA,1,1650,NA,Meaning,Cue
7,male,18,Recognition,Recognition,97,arrogance,NA,1,2016,NA,Meaning,Target
7,male,18,Recognition,Recognition,98,unyielding,NA,1,1286,NA,Meaning,Target
7,male,18,Recognition,Recognition,99,mist,NA,1,944,NA,Study,Target
7,male,18,Recognition,Recognition,100,maunder,NA,1,1957,NA,Foil,Cue
7,male,18,Recognition,Recognition,101,subduce,NA,1,4705,NA,Foil,Cue
7,male,18,Recognition,Recognition,102,succursal,NA,1,7042,NA,Meaning,Cue
7,male,18,Recognition,Recognition,103,branch,NA,1,1149,NA,Meaning,Target
7,male,18,Recognition,Recognition,104,descry,NA,1,1286,NA,First Word,Cue
7,male,18,Recognition,Recognition,105,quench,NA,1,3697,NA,Foil,Target
7,male,18,Recognition,Recognition,106,imprecation,NA,1,3101,NA,First Word,Cue
7,male,18,Recognition,Recognition,107,ramble,NA,1,2028,NA,Foil,Target
7,male,18,Recognition,Recognition,108,repellent,NA,1,4335,NA,First Word,Target
7,male,18,Recognition,Recognition,109,frond,NA,1,1060,NA,Meaning,Cue
7,male,18,Recognition,Recognition,110,mendicant,NA,1,1407,NA,First Word,Cue
7,male,18,Recognition,Recognition,111,embezzle,NA,1,2372,NA,Foil,Target
7,male,18,Recognition,Recognition,112,sententious,NA,1,4073,NA,Meaning,Cue
7,male,18,Recognition,Recognition,113,subsecive,NA,0,5141,NA,First Word,Cue
7,male,18,Recognition,Recognition,114,immure,NA,1,2021,NA,Foil,Cue
7,male,18,Recognition,Recognition,115,impede,NA,1,1506,NA,Meaning,Target
7,male,18,Recognition,Recognition,116,threatening,NA,0,1580,NA,Foil,Target
7,male,18,Recognition,Recognition,117,pertinacious,NA,1,1706,NA,Meaning,Cue
7,male,18,Recognition,Recognition,118,overcome,NA,1,1274,NA,Foil,Target
7,male,18,Recognition,Recognition,119,immolate,NA,1,1433,NA,Study,Cue
7,male,18,Recognition,Recognition,120,space,NA,1,3986,NA,Foil,Target
70,female,19,Recall,PracticeFirstWord,1,infandous,horrible,0,9379,,NA,NA
70,female,19,Recall,PracticeFirstWord,2,droze,drip,0,3710,tired,NA,NA
70,female,19,Recall,PracticeFirstWord,3,desman,mole,0,6563,lady,NA,NA
70,female,19,Recall,First Word,1,inimical,hostile,0,4666,chemical,NA,NA
70,female,19,Recall,First Word,2,stolid,unemotional,0,5400,hard,NA,NA
70,female,19,Recall,First Word,3,stanchion,support,0,0,,NA,NA
70,female,19,Recall,First Word,4,peculate,embezzle,0,4438,precise,NA,NA
70,female,19,Recall,First Word,5,blandish,flatter,0,3997,plain,NA,NA
70,female,19,Recall,First Word,6,sprauncy,smart,0,8931,spring,NA,NA
70,female,19,Recall,First Word,7,objurgate,rebuke,0,4075,object,NA,NA
70,female,19,Recall,First Word,8,sodality,fellowship,0,6826,alone,NA,NA
70,female,19,Recall,First Word,9,minatory,threatening,0,3347,minor,NA,NA
70,female,19,Recall,First Word,10,threnody,lament,0,9336,thre,NA,NA
70,female,19,Recall,First Word,11,immolate,sacrifice,0,9903,immune,NA,NA
70,female,19,Recall,First Word,12,orotund,pompous,0,8275,solid,NA,NA
70,female,19,Recall,First Word,13,stentorian,loud,0,8012,standard,NA,NA
70,female,19,Recall,First Word,14,inchoate,undeveloped,0,4815,echo,NA,NA
70,female,19,Recall,First Word,15,subdolous,crafty,0,0,,NA,NA
70,female,19,Recall,PracticeStudy,1,tantivy,quick,NA,NA,NA,NA,NA
70,female,19,Recall,PracticeStudy,2,gadoid,fish,NA,NA,NA,NA,NA
70,female,19,Recall,PracticeStudy,3,carcanet,necklace,NA,NA,NA,NA,NA
70,female,19,Recall,Study,1,lassitude,tiredness,NA,NA,NA,NA,NA
70,female,19,Recall,Study,2,imprecation,curse,NA,NA,NA,NA,NA
70,female,19,Recall,Study,3,spoliate,plunder,NA,NA,NA,NA,NA
70,female,19,Recall,Study,4,renitent,resistant,NA,NA,NA,NA,NA
70,female,19,Recall,Study,5,slake,quench,NA,NA,NA,NA,NA
70,female,19,Recall,Study,6,tyro,beginner,NA,NA,NA,NA,NA
70,female,19,Recall,Study,7,limpid,clear,NA,NA,NA,NA,NA
70,female,19,Recall,Study,8,effulgent,shining,NA,NA,NA,NA,NA
70,female,19,Recall,Study,9,valinch,tube,NA,NA,NA,NA,NA
70,female,19,Recall,Study,10,subduce,withdraw,NA,NA,NA,NA,NA
70,female,19,Recall,Study,11,gossamer,flimsy,NA,NA,NA,NA,NA
70,female,19,Recall,Study,12,subsecive,spare,NA,NA,NA,NA,NA
70,female,19,Recall,Study,13,frond,leaf,NA,NA,NA,NA,NA
70,female,19,Recall,Study,14,abjure,reject,NA,NA,NA,NA,NA
70,female,19,Recall,Study,15,everse,overthrow,NA,NA,NA,NA,NA
70,female,19,Recall,PracticeMeaning,1,leggiadrous,elegant,0,5673,tiring,NA,NA
70,female,19,Recall,PracticeMeaning,2,zamindar,landlord,0,5072,amazing,NA,NA
70,female,19,Recall,PracticeMeaning,3,achene,fruit,0,4976,pain,NA,NA
70,female,19,Recall,Meaning,1,roil,billow,0,3757,soil,NA,NA
70,female,19,Recall,Meaning,2,encomium,tribute,0,7356,coming,NA,NA
70,female,19,Recall,Meaning,3,trammel,impede,0,9365,trimp,NA,NA
70,female,19,Recall,Meaning,4,succursal,branch,0,7153,success,NA,NA
70,female,19,Recall,Meaning,5,subluxation,dislocation,0,8567,submission,NA,NA
70,female,19,Recall,Meaning,6,immure,imprison,0,6700,weird,NA,NA
70,female,19,Recall,Meaning,7,opprobrium,disgrace,0,9862,oppresssio,NA,NA
70,female,19,Recall,Meaning,8,subvention,grant,0,7928,invention,NA,NA
70,female,19,Recall,Meaning,9,rebarbative,repellent,0,5059,change,NA,NA
70,female,19,Recall,Meaning,10,descry,discover,0,6556,destroy,NA,NA
70,female,19,Recall,Meaning,11,roke,mist,0,5679,provoke,NA,NA
70,female,19,Recall,Meaning,12,plangent,noisy,0,5460,elegant,NA,NA
70,female,19,Recall,Meaning,13,recondite,hidden,0,7221,reconsider,NA,NA
70,female,19,Recall,Meaning,14,superate,overcome,0,7934,exagerate,NA,NA
70,female,19,Recall,Meaning,15,picaroon,cheat,0,9852,pic,NA,NA
70,female,19,Recall,RecallPractice,1,droze,drip,0,12658,lazy,firstword,Cue
70,female,19,Recall,RecallPractice,2,tantivy,quick,0,17939,elegant,Study,Cue
70,female,19,Recall,RecallPractice,3,achene,fruit,0,28651,change,meaning,Cue
70,female,19,Recall,Recall,1,contumacious,rebellious,0,9410,contagious,Foil,Cue
70,female,19,Recall,Recall,2,descry,discover,1,5135,discover,Meaning,Cue
70,female,19,Recall,Recall,3,peculate,embezzle,0,14968,cheat,First Word,Cue
70,female,19,Recall,Recall,4,inchoate,undeveloped,0,10298,echo,First Word,Cue
70,female,19,Recall,Recall,5,perpend,consider,0,10817,pretend,Foil,Cue
70,female,19,Recall,Recall,6,subsecive,spare,0,23564,submit,Study,Cue
70,female,19,Recall,Recall,7,picaroon,cheat,1,5723,cheat,Meaning,Cue
70,female,19,Recall,Recall,8,imprecation,curse,0,13470,wary,Study,Cue
70,female,19,Recall,Recall,9,burgeon,flourish,0,8073,beat,Foil,Cue
70,female,19,Recall,Recall,10,effulgent,shining,0,14107,elegant,Study,Cue
70,female,19,Recall,Recall,11,encomium,tribute,0,14235,understand,Meaning,Cue
70,female,19,Recall,Recall,12,objurgate,rebuke,0,12487,object,First Word,Cue
70,female,19,Recall,Recall,13,orotund,pompous,0,20577,danger,First Word,Cue
70,female,19,Recall,Recall,14,minatory,threatening,0,19865,prison,First Word,Cue
70,female,19,Recall,Recall,15,esculent,edible,0,20236,escalate,Foil,Cue
70,female,19,Recall,Recall,16,pertinacious,unyielding,0,10057,particular,Foil,Cue
70,female,19,Recall,Recall,17,rebarbative,repellent,0,19974,recover,Meaning,Cue
70,female,19,Recall,Recall,18,maunder,ramble,0,10908,murder,Foil,Cue
70,female,19,Recall,Recall,19,gossamer,flimsy,0,19490,mist,Study,Cue
70,female,19,Recall,Recall,20,immolate,sacrifice,0,11229,locate,First Word,Cue
70,female,19,Recall,Recall,21,recondite,hidden,0,11211,consider,Meaning,Cue
70,female,19,Recall,Recall,22,renitent,resistant,0,19116,change,Study,Cue
70,female,19,Recall,Recall,23,surquedry,arrogance,0,15866,pompous,Foil,Cue
70,female,19,Recall,Recall,24,subdolous,crafty,0,15791,submit,First Word,Cue
70,female,19,Recall,Recall,25,subduce,withdraw,0,24432,remove,Study,Cue
70,female,19,Recall,Recall,26,trammel,impede,0,12047,triumph,Meaning,Cue
70,female,19,Recall,Recall,27,threnody,lament,0,14204,trilogy,First Word,Cue
70,female,19,Recall,Recall,28,slake,quench,0,16417,sneaky,Study,Cue
70,female,19,Recall,Recall,29,abjure,reject,0,6782,force,Study,Cue
70,female,19,Recall,Recall,30,roke,mist,0,8813,take,Meaning,Cue
70,female,19,Recall,Recall,31,tyro,beginner,0,8540,hero,Study,Cue
70,female,19,Recall,Recall,32,stentorian,loud,0,11460,chief,First Word,Cue
70,female,19,Recall,Recall,33,inculcate,instil,0,17525,dumb,Foil,Cue
70,female,19,Recall,Recall,34,inimical,hostile,1,6078,hostile,First Word,Cue
70,female,19,Recall,Recall,35,subluxation,dislocation,1,7798,dislocation,Meaning,Cue
70,female,19,Recall,Recall,36,frond,leaf,0,10621,false,Study,Cue
70,female,19,Recall,Recall,37,roil,billow,0,6359,land,Meaning,Cue
70,female,19,Recall,Recall,38,plangent,noisy,0,19196,enjoy,Meaning,Cue
70,female,19,Recall,Recall,39,stanchion,support,0,8198,smell,First Word,Cue
70,female,19,Recall,Recall,40,sprauncy,smart,1,7099,smart,First Word,Cue
70,female,19,Recall,Recall,41,limpid,clear,1,7959,clear,Study,Cue
70,female,19,Recall,Recall,42,spoffish,fussy,0,14595,ghost,Foil,Cue
70,female,19,Recall,Recall,43,blandish,flatter,1,5393,flatter,First Word,Cue
70,female,19,Recall,Recall,44,opprobrium,disgrace,0,6461,oppression,Meaning,Cue
70,female,19,Recall,Recall,45,lassitude,tiredness,0,10473,generosity,Study,Cue
70,female,19,Recall,Recall,46,valinch,tube,0,7725,vile,Study,Cue
70,female,19,Recall,Recall,47,sodality,fellowship,1,4921,fellowship,First Word,Cue
70,female,19,Recall,Recall,48,immure,imprison,0,12720,immune,Meaning,Cue
70,female,19,Recall,Recall,49,subvention,grant,0,9194,new,Meaning,Cue
70,female,19,Recall,Recall,50,recreant,surrendering,0,19644,different,Foil,Cue
70,female,19,Recall,Recall,51,intractable,unmanageable,0,14632,untraceable,Foil,Cue
70,female,19,Recall,Recall,52,succursal,branch,0,9156,success,Meaning,Cue
70,female,19,Recall,Recall,53,interstice,space,1,11833,space,Foil,Cue
70,female,19,Recall,Recall,54,stolid,unemotional,0,11047,solid,First Word,Cue
70,female,19,Recall,Recall,55,compendious,concise,0,9763,kind,Foil,Cue
70,female,19,Recall,Recall,56,spoliate,plunder,0,13800,rich,Study,Cue
70,female,19,Recall,Recall,57,mendicant,beggar,0,11248,merchandise,Foil,Cue
70,female,19,Recall,Recall,58,sententious,moralising,0,8860,sentiment,Foil,Cue
70,female,19,Recall,Recall,59,superate,overcome,1,6665,overcome,Meaning,Cue
70,female,19,Recall,Recall,60,everse,overthrow,0,8223,change,Study,Cue
71,female,21,Recognition,PracticeFirstWord,1,zamindar,landlord,0,5808,zoo,NA,NA
71,female,21,Recognition,PracticeFirstWord,2,leggiadrous,elegant,0,7339,workout,NA,NA
71,female,21,Recognition,PracticeFirstWord,3,desman,mole,0,5111,shoes,NA,NA
71,female,21,Recognition,First Word,1,slake,quench,0,3140,snake,NA,NA
71,female,21,Recognition,First Word,2,inimical,hostile,0,5574,none,NA,NA
71,female,21,Recognition,First Word,3,abjure,reject,0,4607,injury,NA,NA
71,female,21,Recognition,First Word,4,subsecive,spare,0,4161,sensitive,NA,NA
71,female,21,Recognition,First Word,5,lassitude,tiredness,0,2952,long,NA,NA
71,female,21,Recognition,First Word,6,surquedry,arrogance,0,5035,rain,NA,NA
71,female,21,Recognition,First Word,7,descry,discover,0,5366,dessert,NA,NA
71,female,21,Recognition,First Word,8,plangent,noisy,0,5138,peasant,NA,NA
71,female,21,Recognition,First Word,9,mendicant,beggar,0,4886,medicine,NA,NA
71,female,21,Recognition,First Word,10,trammel,impede,0,5119,treadmill,NA,NA
71,female,21,Recognition,First Word,11,opprobrium,disgrace,0,5638,sand,NA,NA
71,female,21,Recognition,First Word,12,peculate,embezzle,0,3675,plate,NA,NA
71,female,21,Recognition,First Word,13,minatory,threatening,0,4787,minions,NA,NA
71,female,21,Recognition,First Word,14,spoliate,plunder,0,4636,spoilt,NA,NA
71,female,21,Recognition,First Word,15,sodality,fellowship,0,9635,embezzle,NA,NA
71,female,21,Recognition,PracticeMeaning,1,tantivy,quick,0,4234,pub,NA,NA
71,female,21,Recognition,PracticeMeaning,2,carcanet,necklace,0,6470,group,NA,NA
71,female,21,Recognition,PracticeMeaning,3,achene,fruit,0,6816,achne,NA,NA
71,female,21,Recognition,Meaning,1,succursal,branch,0,4794,alone,NA,NA
71,female,21,Recognition,Meaning,2,effulgent,shining,0,7126,elegant,NA,NA
71,female,21,Recognition,Meaning,3,renitent,resistant,0,3384,eye,NA,NA
71,female,21,Recognition,Meaning,4,limpid,clear,0,4277,soft,NA,NA
71,female,21,Recognition,Meaning,5,everse,overthrow,0,7927,against,NA,NA
71,female,21,Recognition,Meaning,6,frond,leaf,0,5699,like,NA,NA
71,female,21,Recognition,Meaning,7,sprauncy,smart,0,4303,spicy,NA,NA
71,female,21,Recognition,Meaning,8,tyro,beginner,0,6010,tired,NA,NA
71,female,21,Recognition,Meaning,9,spoffish,fussy,0,5818,selfish,NA,NA
71,female,21,Recognition,Meaning,10,subduce,withdraw,0,6584,lure,NA,NA
71,female,21,Recognition,Meaning,11,imprecation,curse,0,9060,caution,NA,NA
71,female,21,Recognition,Meaning,12,contumacious,rebellious,0,4465,clouds,NA,NA
71,female,21,Recognition,Meaning,13,gossamer,flimsy,0,3752,gossip,NA,NA
71,female,21,Recognition,Meaning,14,esculent,edible,0,9255,exclude,NA,NA
71,female,21,Recognition,Meaning,15,superate,overcome,0,4804,eat,NA,NA
71,female,21,Recognition,PracticeStudy,1,gadoid,fish,NA,NA,NA,NA,NA
71,female,21,Recognition,PracticeStudy,2,infandous,horrible,NA,NA,NA,NA,NA
71,female,21,Recognition,PracticeStudy,3,droze,drip,NA,NA,NA,NA,NA
71,female,21,Recognition,Study,1,subdolous,crafty,NA,NA,NA,NA,NA
71,female,21,Recognition,Study,2,recondite,hidden,NA,NA,NA,NA,NA
71,female,21,Recognition,Study,3,interstice,space,NA,NA,NA,NA,NA
71,female,21,Recognition,Study,4,rebarbative,repellent,NA,NA,NA,NA,NA
71,female,21,Recognition,Study,5,immure,imprison,NA,NA,NA,NA,NA
71,female,21,Recognition,Study,6,perpend,consider,NA,NA,NA,NA,NA
71,female,21,Recognition,Study,7,recreant,surrendering,NA,NA,NA,NA,NA
71,female,21,Recognition,Study,8,compendious,concise,NA,NA,NA,NA,NA
71,female,21,Recognition,Study,9,valinch,tube,NA,NA,NA,NA,NA
71,female,21,Recognition,Study,10,orotund,pompous,NA,NA,NA,NA,NA
71,female,21,Recognition,Study,11,subvention,grant,NA,NA,NA,NA,NA
71,female,21,Recognition,Study,12,threnody,lament,NA,NA,NA,NA,NA
71,female,21,Recognition,Study,13,immolate,sacrifice,NA,NA,NA,NA,NA
71,female,21,Recognition,Study,14,inchoate,undeveloped,NA,NA,NA,NA,NA
71,female,21,Recognition,Study,15,objurgate,rebuke,NA,NA,NA,NA,NA
71,female,21,Recognition,RecognitionPractice,1,zamindar,NA,0,3459,NA,firstword,Cue
71,female,21,Recognition,RecognitionPractice,2,quick,NA,0,3119,NA,meaning,Target
71,female,21,Recognition,RecognitionPractice,3,horrible,NA,0,4271,NA,Study,Target
71,female,21,Recognition,RecognitionPractice,4,desman,NA,1,1895,NA,firstword,Cue
71,female,21,Recognition,RecognitionPractice,5,achene,NA,1,1485,NA,meaning,Cue
71,female,21,Recognition,RecognitionPractice,6,mole,NA,1,1265,NA,firstword,Target
71,female,21,Recognition,Recognition,1,inculcate,NA,0,2794,NA,Foil,Cue
71,female,21,Recognition,Recognition,2,esculent,NA,0,1924,NA,Meaning,Cue
71,female,21,Recognition,Recognition,3,everse,NA,1,2200,NA,Meaning,Cue
71,female,21,Recognition,Recognition,4,minatory,NA,1,1942,NA,First Word,Cue
